Rank,ID,Name,Price (USD),Market Cap (USD)
1,bitcoin,,4103.322859514,72303023146.20
2,ethereum,,143.146443098,15091573435.25
3,ripple,,0.307939693,12849798129.98
4,eos,,4.304450226,4470596349.08
5,litecoin,,61.397983145,3748941376.12
6,bitcoin-cash,,170.401108704,3018858914.10
7,binancecoin,,16.483646561,2375698248.00
8,cardano,,0.071909242,2246917340.73
9,stellar,,0.108016367,2079818816.43
10,tether,,1.000188332,2057620763.62
11,tron,,0.023339731,1553573796.59
12,bitcoin-cash-sv,,64.323149897,1139369117.46
13,monero,,53.445753994,900057322.65
14,iota,,0.308823712,858623369.71
15,dash,,97.668567946,852269584.77
16,cosmos,,3.443497092,813316151.30
17,ontology,,1.248777746,765276574.89
18,tezos,,0.905330191,715261439.86
19,maker,,700.197744694,700401771.38
20,neo,,9.865530773,640968982.18
21,ethereum-classic,,4.867152529,532435766.80
22,okb,,1.685796157,506237037.05
23,nem,,0.055784925,502281803.13
24,zcash,,57.162632200,355001677.61
25,basic-attention-token,,0.282041466,352675798.26
26,vechain,,0.005915148,327031930.48
27,waves,,2.819239943,281897673.06
28,omisego,,1.995007213,280285296.09
29,dogecoin,,0.002101386,250025589.88
30,usd-coin,,1.003217997,247553006.00
31,bitcoin-gold,,13.071300168,229389271.22
32,qtum,,2.713953429,220867852.78
33,lisk,,1.687639479,220268681.10
34,holotoken,,0.001151974,204733351.96
35,crypto-com-chain,,0.046663260,203834619.63
36,ravencoin,,0.062511065,200387498.92
37,true-usd,,1.001990114,199433498.72
38,decred,,20.187282768,192672930.16
39,chainlink,,0.499663665,182003128.44
40,0x,,0.306146791,179887833.93
41,bytom,,0.113784924,169549465.69
42,zilliqa,,0.019169012,167329637.69
43,bitshares,,0.060140215,162624099.92
44,augur,,14.707160846,161411288.86
45,bitcoin-diamond,,0.844776335,159366293.72
46,icon,,0.332999284,157688755.71
47,kucoin-shares,,1.585034228,143094348.47
48,digibyte,,0.012046484,139571405.88
49,iostoken,,0.010343714,139024724.73
50,nano,,1.030672281,137435980.29
51,enjincoin,,0.158720862,137235460.02
52,bytecoin,,0.000741634,136604591.02
53,steem,,0.443495414,135039167.43
54,aeternity,,0.480179978,127842142.02
55,komodo,,1.103644016,124100623.05
56,paxos-standard,,1.003613841,118464278.44
57,verge,,0.007179744,113597366.87
58,pundi-x,,0.000631299,111063655.85
59,siacoin,,0.002713295,108899488.77
60,huobi-token,,2.470389167,98766896.36
61,stratis,,0.979056519,97151958.98
62,ark,,0.673379455,94840880.15
63,sai,,0.989228125,87265157.68
64,golem,,0.090418001,87126777.63
65,status,,0.024702857,86560692.12
66,theta-token,,0.111254979,82812820.68
67,ardor,,0.081060124,81160933.90
68,decentraland,,0.060550380,79933322.99
69,digitex-futures-exchange,,0.084373926,70150454.39
70,mixin,,159.526519036,69986077.74
71,bittorrent-old,,0.000762985,68358291.74
72,gxchain,,1.129647777,67767460.16
73,revain,,0.129061072,62685934.16
74,quark-chain,,0.039495476,62488357.90
75,hshare,,1.400711161,61387963.46
76,aelf,,0.184705837,61161361.77
77,neon-exchange,,2.037793899,58065645.59
78,wax,,0.060498732,57319626.13
79,maidsafecoin,,0.125599269,56877982.96
80,polymath,,0.116061810,56112023.70
81,populous,,1.492898183,54140775.25
82,electroneum,,0.005884938,53969929.21
83,pivx,,0.905946435,53886248.52
84,qash,,0.147569566,51989664.37
85,power-ledger,,0.122501897,50921657.58
86,zcoin,,7.141828213,50754428.33
87,metaverse-etp,,0.672968113,50556818.15
88,loopring,,0.063826899,50317451.56
89,loom-network,,0.071793506,49682707.23
90,enigma,,0.612595751,47539044.38
91,kyber-network,,0.283543845,46719511.64
92,aion,,0.158131682,46207732.40
93,wanchain,,0.421117109,44694105.30
94,elastos,,3.032821439,44181486.37
95,nebulas,,0.965925844,43998157.89
96,dent,,0.000976976,43108382.74
97,celer-network,,0.021001833,42669470.53
98,bancor,,0.649522846,42240679.83
99,zencash,,6.896625417,42200493.84
100,nexo,,0.074764357,41701426.24
101,gas,,2.952344646,41168013.64
102,waltonchain,,1.487228843,40614492.72
103,storj,,0.290965172,39532848.34
104,bibox-token,,0.331336577,37900497.91
105,tomochain,,0.634797208,37643472.93
106,reddcoin,,0.001271288,37082287.50
107,kin,,0.000050697,36984561.64
108,syscoin,,0.066454025,36733124.93
109,apollo,,0.002461110,36137058.73
110,tenx,,0.290874271,34170217.13
111,odem,,0.149373001,33957100.67
112,monacoin,,0.517891138,33848300.62
113,singularitynet,,0.052772759,33831699.85
114,groestlcoin,,0.439599764,31739330.32
115,nxt,,0.031616056,31512913.15
116,quant-network,,3.128621845,31172760.58
117,nuls,,0.762370532,30518145.99
118,byteball,,44.806697570,30421311.61
119,iexec-rlc,,0.434734821,30396085.61
120,veritaseum,,14.051872482,29991753.93
121,funfair,,0.004881613,29359318.93
122,cindicator,,0.016769391,29063257.60
123,civic,,0.083512619,28662070.46
124,fantom,,0.013798638,27435201.33
125,dragonchain,,0.101073394,26656672.50
