Rank,ID,Name,Price (USD),Market Cap (USD)
1,bitcoin,,8926.820496200,151135311240.40
2,ethereum,,554.209825983,54486305509.99
3,ripple,,0.704110000,27526543117.79
4,bitcoin-cash,,1059.888397395,18048641320.10
5,litecoin,,168.170319841,9369916448.96
6,cardano,,0.203756355,5282805381.31
7,stellar,,0.266643367,4945948113.85
8,neo,,75.430853910,4903005504.15
9,eos,,5.978732827,4427648646.31
10,iota,,1.427741021,3968449405.34
11,monero,,224.027914781,3550014442.11
12,dash,,431.639601326,3435040175.75
13,nem,,0.309721352,2787492170.24
14,tron,,0.038040104,2501068076.97
15,tether,,1.004760000,2227694404.27
16,ethereum-classic,,19.973268210,2010175105.12
17,qtum,,20.008500000,1479896929.00
18,lisk,,13.641626759,1405481771.88
19,omisego,,12.084100000,1233092402.62
20,nano,,9.174254465,1222453710.25
21,bitcoin-gold,,65.421307475,1105139184.30
22,icon,,2.626187945,1015133290.48
23,zcash,,259.665000000,914957151.99
24,binancecoin,,9.162013027,907167557.81
25,bitcoin-private,,34.124885237,716622589.98
26,populous,,15.944400000,590007008.10
27,steem,,2.191894173,558056370.51
28,verge,,0.034902942,514266445.64
29,bytecoin,,0.002794429,513597752.75
30,stratis,,5.173888704,511100862.40
31,ravencoin,,0.024102415,506150722.13
32,waves,,5.031080000,503108000.00
33,siacoin,,0.013751031,457178733.08
34,maker,,708.018662985,437716961.98
35,dogecoin,,0.003662332,416297532.43
36,status,,0.117120284,406464046.32
37,bitshares,,0.152818026,399068992.35
38,centrality,,0.330381627,396457951.88
39,aeternity,,1.676355718,390625200.66
40,augur,,35.418000000,389598000.00
41,decred,,52.766991024,367927712.34
42,waltonchain,,14.147406699,352244650.23
43,bytom,,0.347099643,342587347.37
44,aion,,2.845038260,328089445.14
45,komodo,,3.071920000,319573404.28
46,zilliqa,,0.047914332,316489831.35
47,ardor,,0.301361226,301059712.16
48,ark,,2.872410000,291163545.86
49,kucoin-shares,,3.080420000,280450912.17
50,0x,,0.537875050,279166514.35
51,hshare,,6.114363326,261465045.96
52,digibyte,,0.024874017,248761838.97
53,gas,,24.123240628,239869105.46
54,monacoin,,4.093151385,238241671.71
55,syscoin,,0.443121788,235620990.90
56,pivx,,4.108746206,229330076.25
57,electroneum,,0.034634489,224473542.69
58,dragonchain,,0.937481256,223516099.69
59,veritaseum,,108.990000000,221973938.55
60,basic-attention-token,,0.212387484,212387483.86
61,golem,,0.252124000,210337472.49
62,ethos,,2.750738606,208987811.18
63,revain,,1.088463908,200767167.74
64,qash,,0.563431831,197201140.96
65,loopring,,0.342591021,195987430.30
66,nebulas,,5.408967846,192018358.55
67,funfair,,0.040163000,184953614.73
68,zcoin,,41.631000000,181123617.02
69,kyber-network,,1.268823203,170190678.23
70,gxchain,,2.760223296,165613397.74
71,reddcoin,,0.005624076,161943581.99
72,aelf,,0.643346883,160836720.63
73,iostoken,,0.018770929,157675800.43
74,maidsafecoin,,0.339843000,153796769.35
75,emercoin,,3.605600000,149641677.21
76,nxt,,0.149136408,148987262.75
77,salt,,2.636659818,147069398.97
78,nucleus-vision,,0.036239425,143724832.49
79,byteball,,222.111000000,143310903.64
80,request-network,,0.215363990,142723222.88
81,power-ledger,,0.384447873,139913247.36
82,chainlink,,0.393751072,137812875.05
83,particl,,15.083163042,134359805.81
84,kin,,0.000177422,134148341.46
85,dentacoin,,0.000395412,128598571.29
86,tenx,,1.201090000,125707652.83
87,polymath,,0.522937000,125504749.27
88,bancor,,3.035553860,122977353.64
89,neblio,,9.486368337,122592423.40
90,cindicator,,0.083457769,120677980.58
91,nexus,,2.142204723,120305750.27
92,smartcash,,0.145282336,117808998.70
93,enigma,,1.568830189,117405244.28
94,dent,,0.010664563,113201784.30
95,nuls,,2.719730034,108789201.37
96,storj,,0.789928579,105396610.05
97,substratum,,0.457049745,103335039.04
98,appcoins,,0.415380804,102268038.77
99,sirin-labs-token,,0.442772737,101509205.06
100,vertcoin,,2.324658285,100942358.17
101,pillar,,0.442822679,100691146.19
102,blocknet,,19.670204674,99591741.20
103,gnosis,,89.619062574,98992320.33
104,singularitynet,,0.188901885,98552009.94
105,metal,,4.358760000,97385438.38
106,aragon,,3.602630142,95818440.56
107,decentraland,,0.090950684,95511088.38
108,bitcore,,7.452469196,94135596.36
109,achain,,0.202239288,93349756.71
110,santiment-network-token,,1.465631061,91836986.04
111,theta-token,,0.155368507,91369691.57
112,enjincoin,,0.119187629,90128795.09
113,civic,,0.258168033,88474176.28
114,gamecredits,,1.336670000,86021868.36
115,iexec-rlc,,1.062527043,85077382.92
116,skycoin,,10.346800000,79980908.86
117,storm,,0.019460778,79572261.37
118,raiden-network,,1.580535811,79293799.95
119,wax,,0.158964616,78362328.91
120,ignis,,0.101913000,77570463.38
121,nav-coin,,1.219026605,76299915.01
122,bibox-token,,0.717278000,75585368.42
123,genaro-network,,0.318756000,75220413.19
124,zencash,,19.673557631,68044697.70
125,xp,,0.000304659,67150959.45
