Rank,ID,Name,Price (USD),Market Cap (USD)
1,bitcoin,,56987.322338550,1075758915731.04
2,ethereum,,3993.846595162,472465696561.26
3,binancecoin,,530.957012963,89273538349.99
4,tether,,1.002494787,74839689103.11
5,solana,,195.078506569,59087558120.59
6,cardano,,1.786410645,57091823833.41
7,ripple,,1.037536710,48929167670.28
8,polkadot,,38.926188900,41137039675.12
9,usd-coin,,1.000767548,34419231680.65
10,dogecoin,,0.221680208,29299038496.74
11,shiba-inu,,0.000042407,23196952031.19
12,avalanche-2,,98.606462863,21569232517.41
13,terra-luna,,40.290547937,16669958577.90
14,litecoin,,203.447018450,14038550383.45
15,wrapped-bitcoin,,56830.371313747,13780085207.65
16,binance-usd,,1.001909074,13076104593.18
17,crypto-com-chain,,0.498629888,12640555790.83
18,chainlink,,26.464340926,12319403539.39
19,algorand,,1.826594020,11403096724.41
20,bitcoin-cash,,552.432735232,10421657399.62
21,matic-network,,1.485475365,10182370628.32
22,uniswap,,20.051585838,9070582651.72
23,vechain,,0.128877340,8591883937.36
24,dai,,0.999338152,8523835052.42
25,axie-infinity,,123.558631935,8114492137.21
26,stellar,,0.328652210,7978393045.36
27,cosmos,,26.475739703,7469852037.28
28,internet-computer,,39.736704334,7228684029.36
29,tron,,0.100623637,7193797543.36
30,ftx-token,,50.234244336,6963488566.57
31,terrausd,,1.004418304,6561848168.19
32,compound-ether,,79.973907607,6541675518.24
33,filecoin,,51.786285687,6389409259.50
34,okb,,24.072192891,6378826046.09
35,ethereum-classic,,48.200084783,6317979121.12
36,elrond-erd-2,,308.354811223,6200392270.70
37,theta-token,,5.970532583,5963277277.28
38,staked-ether,,3954.910759041,5849360682.38
39,hedera-hashgraph,,0.359569551,5523652219.89
40,decentraland,,3.765005866,4997563915.85
41,near,,8.777542324,4804143965.02
42,fantom,,1.837854052,4645038047.20
43,cdai,,0.021727664,4614058254.81
44,the-graph,,0.866420473,4295988369.93
45,tezos,,4.785205825,4148449107.89
46,monero,,226.351253683,4073914049.07
47,eos,,4.075498149,3971376328.51
48,helium,,39.481489528,3968384220.17
49,the-sandbox,,4.392288520,3918736106.95
50,klay-token,,1.467036526,3684294448.95
51,flow,,11.714015388,3651939967.22
52,pancakeswap-token,,14.855040972,3602655644.00
53,compound-usd-coin,,0.022361912,3544529407.48
54,aave,,261.862381665,3464709921.00
55,iota,,1.244468273,3459037250.30
56,olympus,,721.524718887,3282075112.50
57,ecash,,0.000169020,3169969008.35
58,magic-internet-money,,1.000536078,3143001430.59
59,kusama,,337.646529808,3027320662.89
60,quant-network,,225.975043114,3012906044.09
61,leo-token,,3.166116348,2980140863.83
62,kadena,,18.881868344,2973329982.91
63,thorchain,,9.746303388,2885258913.04
64,bitcoin-cash-sv,,149.478287183,2822504963.33
65,enjincoin,,2.981417304,2803001267.99
66,neo,,39.828208198,2801990003.28
67,loopring,,2.209669032,2753228762.69
68,arweave,,52.761658902,2637393777.37
69,harmony,,0.236425784,2548660034.06
70,maker,,2806.621999847,2530603719.02
71,amp-token,,0.048906740,2340503939.18
72,chiliz,,0.434430384,2310326476.63
73,huobi-btc,,56769.139197036,2260786865.50
74,bittorrent-old,,0.003293260,2167484249.87
75,waves,,21.331643115,2133164311.54
76,holotoken,,0.011704986,2081001949.49
77,blockstack,,1.912197410,2002683309.06
78,theta-fuel,,0.309482130,1886178773.90
79,dash,,174.705222866,1823215930.00
80,compound-governance-token,,293.595382181,1806857701.34
81,gala,,0.231851336,1766358772.59
82,zcash,,148.068769723,1748384513.26
83,celo,,4.998570586,1737873647.63
84,sushi,,8.769039941,1687875221.53
85,iotex,,0.177990945,1684883643.80
86,celsius-degree-token,,3.961120118,1674715778.92
87,kucoin-shares,,21.554168703,1663682126.56
88,ecomi,,0.006994350,1661788482.53
89,nexo,,2.954549420,1651208778.89
90,curve-dao-token,,4.084244886,1594587096.49
91,wonderland,,7940.538638801,1590105356.31
92,huobi-token,,9.915923969,1582940219.16
93,wax,,0.856203946,1581569485.29
94,havven,,8.184494843,1563356057.55
95,nem,,0.171391161,1539313894.80
96,basic-attention-token,,0.973953097,1454131059.56
97,decred,,107.203960095,1448076674.94
98,qtum,,13.653083958,1418656032.85
99,icon,,2.072814393,1399322547.36
100,true-usd,,1.000894126,1295262507.01
101,omisego,,9.044240526,1266426714.80
102,mina-protocol,,4.171970673,1236612220.37
103,osmosis,,5.258391063,1184076985.27
104,ravencoin,,0.115837332,1175318037.37
105,spell-token,,0.015336832,1166330395.03
106,yearn-finance,,32377.243336402,1153529725.98
107,livepeer,,46.901440881,1141020494.66
108,zilliqa,,0.087838336,1119318750.50
109,render-token,,6.153831192,1104143026.27
110,uma,,16.617966132,1071137796.13
111,audius,,2.130683388,1069082185.03
112,secret,,7.077419733,1053684740.57
113,xdce-crowd-sale,,0.085808341,1048941555.10
114,nxm,,152.321624269,1048447096.91
115,velas,,0.442229972,1046664400.32
116,rally-2,,0.524611248,1046349392.09
117,paxos-standard,,1.002071281,1030717847.21
118,frax,,1.002192438,1023451653.50
119,immutable-x,,5.464646496,1021971009.08
120,ankr,,0.124872809,1020199983.24
121,telcoin,,0.017696651,1013964659.26
122,bitcoin-gold,,56.392423098,987652612.31
123,zencash,,82.252718975,965364115.07
124,renbtc,,56549.329194495,963858770.24
125,siacoin,,0.019207997,948749906.86
