Rank,ID,Name,Price (USD),Market Cap (USD)
1,bitcoin,,34675.449105303,650340461975.81
2,ethereum,,1990.076151191,231644258719.40
3,tether,,1.002196630,62965359730.82
4,binancecoin,,308.793610509,47853190843.28
5,cardano,,1.356697391,43522679454.58
6,dogecoin,,0.264012844,34365766689.36
7,ripple,,0.671601221,31057874496.42
8,usd-coin,,1.000170785,25536327907.69
9,polkadot,,16.262421022,16337122561.44
10,binance-usd,,0.999976547,9963884743.55
11,uniswap,,18.066715124,9393951389.24
12,bitcoin-cash,,485.332414911,9115041904.32
13,litecoin,,134.290357079,8965652331.31
14,solana,,31.440532812,8585542319.49
15,chainlink,,19.037821424,8280072941.64
16,matic-network,,1.202553773,7572229334.25
17,theta-token,,7.290770979,7294375989.39
18,wrapped-bitcoin,,34686.410887552,6628063640.85
19,stellar,,0.267954782,6213627313.07
20,ethereum-classic,,43.219773035,5553137864.27
21,vechain,,0.080679546,5265134044.67
22,dai,,1.002052725,4926705724.27
23,tron,,0.066232326,4747308297.16
24,internet-computer,,34.801843897,4700150401.50
25,filecoin,,57.217510182,4675412840.72
26,monero,,223.909238891,4016699635.15
27,eos,,3.901605168,3739176254.42
28,shiba-inu,,0.000007217,3595717158.85
29,compound-usd-coin,,0.022049240,3538605612.12
30,amp-token,,0.064298718,3092376441.64
31,cdai,,0.021470611,2836771987.78
32,okb,,10.492085416,2805480220.66
33,klay-token,,1.114059968,2757779426.59
34,aave,,210.960219364,2709608462.23
35,algorand,,0.872635914,2701001920.28
36,theta-fuel,,0.489694494,2604618118.75
37,pancakeswap-token,,13.854863536,2585492750.42
38,crypto-com-chain,,0.101272096,2559485727.76
39,bitcoin-cash-sv,,131.691477223,2472313022.62
40,neo,,34.886958899,2465766262.74
41,cosmos,,10.310888158,2460951745.17
42,celsius-degree-token,,5.719489395,2423289536.06
43,tezos,,2.807341451,2348383777.70
44,compound-ether,,39.925140995,2342517165.39
45,leo-token,,2.436058721,2316055888.35
46,iota,,0.828044086,2297720103.74
47,ftx-token,,26.279491349,2286941794.05
48,terra-luna,,5.433920244,2267223573.96
49,maker,,2241.933195676,2022686415.77
50,avalanche-2,,11.494056110,1983197983.92
51,terrausd,,1.001426677,1910054196.26
52,huobi-token,,10.933580647,1868081678.66
53,kusama,,205.494879868,1849391925.38
54,the-graph,,0.600831741,1742315777.81
55,thorchain,,6.338839404,1730744751.05
56,bittorrent-old,,0.002604328,1717649015.82
57,hedera-hashgraph,,0.192614929,1696454879.97
58,true-usd,,0.999854238,1408603011.87
59,decred,,107.037945984,1390558123.29
60,huobi-btc,,34709.535362322,1389501143.95
61,compound-governance-token,,256.601327593,1373737624.22
62,telcoin,,0.024562413,1359708032.99
63,waves,,13.512164036,1351402562.42
64,sushi,,7.051861766,1338902802.00
65,chiliz,,0.250157548,1337607527.97
66,dash,,130.914631817,1334837665.67
67,zcash,,112.256316698,1262533277.41
68,elrond-erd-2,,67.365018361,1209061848.79
69,yearn-finance,,31356.401584363,1132662909.86
70,helium,,12.431668297,1090717005.70
71,holotoken,,0.006110243,1085492934.99
72,staked-ether,,1988.501892782,1069719994.05
73,nem,,0.117858468,1059762583.31
74,havven,,6.599150562,1042006840.87
75,enjincoin,,1.068798431,1000885648.79
76,quant-network,,76.987364498,990691156.10
77,zilliqa,,0.079292559,966616453.15
78,paxos-standard,,1.000476459,920819322.29
79,near,,2.166286427,891504517.32
80,nexo,,1.565528257,877355411.14
81,basic-attention-token,,0.570981751,855705702.88
82,mdex,,1.666271550,828505321.34
83,blockstack,,0.722765876,759880634.14
84,liquity-usd,,1.018583174,747555994.22
85,bitcoin-gold,,41.988395058,733200208.02
86,zencash,,64.284018046,723188967.08
87,husd,,1.000842022,718035073.65
88,xdce-crowd-sale,,0.058047191,711160663.89
89,decentraland,,0.529831965,704379493.62
90,bancor,,3.139342182,684761381.50
91,nano,,5.003386947,666521759.37
92,digibyte,,0.044589692,644701471.20
93,qtum,,6.173046587,641006129.20
94,harmony,,0.060454906,617651350.08
95,fantom,,0.241069335,612354745.95
96,pirate-chain,,3.205742055,588145750.75
97,curve-dao-token,,1.670650630,579729072.05
98,ontology,,0.660796821,572879917.66
99,siacoin,,0.011621122,561286321.25
100,uma,,9.112210331,560704352.78
101,0x,,0.662377183,560502809.44
102,livepeer,,23.340535255,554476203.63
103,ankr,,0.078473463,551027725.84
104,kucoin-shares,,6.994857144,545608875.35
105,omisego,,3.881710208,544465395.83
106,gatechain-token,,3.215875145,532873542.46
107,wazirx,,1.220387634,531675402.10
108,nxm,,76.295759519,524542603.80
109,xsushi,,8.187868561,519562088.08
110,ethos,,2.359362370,517531674.95
111,icon,,0.808680311,508025830.15
112,ravencoin,,0.055438816,502897940.02
113,arweave,,11.477673245,502522730.19
114,swissborg,,0.522310899,498923506.66
115,1inch,,2.696852772,465868234.64
116,ecomi,,0.002301585,445906256.34
117,iostoken,,0.019571707,443861730.03
118,flow,,8.728393331,423742318.73
119,bitcoin-diamond,,2.076423304,392403099.40
120,renbtc,,34636.981618465,388509885.76
121,fei-usd,,0.994412239,381031211.41
122,neutrino,,1.003005506,373606156.31
123,ultra,,0.457350007,370448159.48
124,verge,,0.022436647,368562456.02
125,bakerytoken,,2.258665991,368020028.90
