Rank,ID,Name,Price (USD),Market Cap (USD)
1,bitcoin,,42475.543220951,804942041477.06
2,ethereum,,3062.805808451,366038313761.44
3,tether,,1.000352332,78163472783.75
4,binancecoin,,419.739267192,70526761117.54
5,usd-coin,,1.001613988,51171401396.28
6,cardano,,1.147237801,36862183979.29
7,solana,,115.283478134,36521264719.12
8,ripple,,0.685233515,32810995566.63
9,polkadot,,21.934544764,23630077327.05
10,terra-luna,,55.966371505,22458539641.18
11,dogecoin,,0.153987463,20429634386.80
12,avalanche-2,,78.688410966,19214427634.11
13,binance-usd,,1.003322540,16586684697.52
14,shiba-inu,,0.000028055,15200312934.39
15,matic-network,,1.738431551,11924578526.72
16,crypto-com-chain,,0.462978067,11664513333.71
17,terrausd,,1.002264927,11312825211.33
18,wrapped-bitcoin,,42505.601730634,11142978049.12
19,dai,,1.000713524,9360562441.21
20,cosmos,,31.321912759,9020448279.15
21,litecoin,,127.604390214,8879012796.97
22,near,,13.523972101,8537202677.36
23,chainlink,,18.057174076,8437169615.44
24,tron,,0.066331127,6761651568.79
25,algorand,,1.025413321,6735764146.22
26,ftx-token,,46.664799814,6450976320.65
27,bitcoin-cash,,325.473507953,6176197458.54
28,okb,,22.223293981,5839741194.66
29,staked-ether,,3059.707027393,5593499468.29
30,stellar,,0.224527500,5583925341.61
31,fantom,,2.159515062,5457530929.83
32,uniswap,,11.672352623,5282571242.46
33,decentraland,,3.318725281,5032333344.19
34,hedera-hashgraph,,0.258794259,4903893845.25
35,axie-infinity,,69.101318733,4895109908.83
36,leo-token,,5.077374546,4774450881.50
37,internet-computer,,23.418686103,4694489709.58
38,the-sandbox,,4.675751586,4342984420.56
39,ecomi,,0.007221414,4198014785.24
40,vechain,,0.061183461,4084652744.19
41,ethereum-classic,,29.972749646,3988499611.55
42,compound-ether,,61.408538779,3652420584.51
43,filecoin,,22.477144348,3543934856.71
44,theta-token,,3.506064710,3485556657.87
45,tezos,,3.927096066,3429740521.06
46,elrond-erd-2,,166.170733953,3395272027.42
47,monero,,173.737015520,3140584148.07
48,klay-token,,1.187033198,3105835369.04
49,helium,,30.249659626,3050728438.49
50,the-graph,,0.473063762,2901868920.99
51,magic-internet-money,,1.001850977,2858286803.40
52,cdai,,0.021842718,2668238672.28
53,iota,,0.958432164,2665228867.47
54,frax,,1.001294554,2658162366.85
55,osmosis,,8.978205908,2615513453.44
56,compound-usd-coin,,0.022481282,2528294783.08
57,eos,,2.546762482,2501436791.84
58,harmony,,0.212208545,2482844098.68
59,gala,,0.321384383,2432694671.66
60,flow,,7.574080256,2400975907.34
61,aave,,173.626106947,2340034881.79
62,pancakeswap-token,,8.243322610,2201180134.76
63,bittorrent-old,,0.002270209,2117901098.42
64,maker,,2247.112059047,2024210043.75
65,enjincoin,,2.068281419,1931853201.78
66,arweave,,37.904889594,1896346086.81
67,theta-fuel,,0.222037008,1886178773.90
68,bitcoin-cash-sv,,98.859656165,1873563430.96
69,quant-network,,135.800871355,1823917704.08
70,blockstack,,1.698704637,1790129533.87
71,kusama,,195.568387083,1750436269.68
72,huobi-btc,,42397.170879253,1692294844.75
73,ecash,,0.000087592,1654229875.48
74,radix,,0.168324707,1645261240.61
75,neo,,22.597354807,1593854476.02
76,huobi-token,,10.026505365,1572821446.56
77,amp-token,,0.032131275,1543208172.63
78,true-usd,,1.002536479,1530779101.00
79,kucoin-shares,,20.058725730,1528255539.41
80,zcash,,124.630636853,1507804865.52
81,thorchain,,4.870309755,1469235337.21
82,basic-attention-token,,0.945988369,1410642533.24
83,celo,,3.369719248,1369887863.77
84,loopring,,1.096281270,1343939602.05
85,curve-dao-token,,3.381680639,1318711023.25
86,humans-ai,,0.170529551,1309127901.98
87,convex-finance,,26.517707501,1303540362.28
88,oasis-network,,0.365895532,1278611124.43
89,celsius-degree-token,,2.986462018,1261225621.21
90,juno-network,,31.223609900,1242255292.11
91,nexo,,2.197693268,1231197270.28
92,chiliz,,0.231003435,1225865812.15
93,havven,,5.801327556,1169347773.20
94,dash,,108.672841981,1147135780.26
95,gatechain-token,,7.156183934,1123794709.80
96,mina-protocol,,3.019684296,1118220041.45
97,kadena,,6.545122075,1096627100.74
98,paxos-standard,,1.001839117,1075263534.47
99,waves,,10.639501405,1065945376.80
100,nem,,0.112713314,1015215942.31
101,pocket-network,,1.330532335,970050508.41
102,secret,,5.862307781,952512747.96
103,safemoon-2,,0.001646502,938852132.12
104,decred,,67.768666466,933506044.95
105,sushi,,4.798662491,922147797.00
106,compound-governance-token,,140.729598807,920988445.58
107,holotoken,,0.005121777,908714184.57
108,yearn-finance,,24632.416778765,877380494.98
109,looksrare,,3.923331636,875188997.62
110,1inch,,1.862538437,872530850.72
111,bitkub-coin,,9.745056521,866131854.80
112,render-token,,3.615398138,797499214.25
113,iotex,,0.083376117,791497737.09
114,ravencoin,,0.075546015,789647047.32
115,livepeer,,31.165522212,773768364.45
116,xdce-crowd-sale,,0.061933553,757938674.28
117,msol,,118.826663246,747880267.14
118,zilliqa,,0.053518309,744349946.32
119,qtum,,7.143378211,743144790.30
120,wax,,0.386739842,742285532.28
121,omisego,,5.175115422,724359367.07
122,ankr,,0.088436310,720859796.49
123,frax-share,,20.069033165,716928070.75
124,nxm,,102.589303457,707633219.30
125,olympus,,67.455032552,686264170.37
