Rank,ID,Name,Price (USD),Market Cap (USD)
1,bitcoin,,4286.917434505,70778773053.66
2,ethereum,,300.570343760,28267299986.36
3,ripple,,0.160787000,6165191304.84
4,bitcoin-cash,,294.300294294,4854137551.54
5,iota,,1.048675796,2914826132.85
6,litecoin,,43.827560233,2299569937.95
7,nem,,0.251156678,2260410101.57
8,neo,,44.256566336,2212828316.81
9,dash,,228.993817083,1716571085.95
10,ethereum-classic,,14.230000000,1346149689.68
11,omisego,,8.890000000,873993893.36
12,qtum,,14.370000000,847830000.00
13,monero,,47.933149462,716339828.12
14,stratis,,5.914236339,582586859.92
15,tenx,,4.700000000,491908157.00
16,waves,,4.810000000,481000000.00
17,eos,,1.589240044,457158834.56
18,zcash,,217.050000000,429044037.30
19,bitshares,,0.139007650,361133535.49
20,tether,,1.000000000,319501302.00
21,steem,,1.148041662,275123224.72
22,bytecoin,,0.001366879,250476462.20
23,veritaseum,,120.480000000,242229015.84
24,lisk,,2.178752828,241873460.83
25,augur,,21.410000000,235510000.00
26,golem,,0.268708000,223842362.66
27,basic-attention-token,,0.215734467,215734467.06
28,siacoin,,0.007273275,208357932.74
29,status,,0.059826507,207626923.53
30,civic,,0.609637097,207276612.98
31,byteball,,390.460000000,205509640.42
32,bitmark,,0.308163843,204659828.09
33,gnosis,,183.770503765,202991060.75
34,populous,,4.800000000,198010780.80
35,stellar,,0.017715000,195588336.47
36,dogecoin,,0.001729944,191457357.47
37,maidsafecoin,,0.410684000,185856034.77
38,metal,,9.490000000,183166433.06
39,ark,,1.600000000,155100892.80
40,decred,,25.548689467,141908432.79
41,gamecredits,,2.150000000,137280097.20
42,komodo,,1.330000000,134257528.30
43,ardor,,0.130167000,130036767.27
44,digibyte,,0.013369158,116876574.54
45,bancor,,2.685285530,109486800.53
46,nxt,,0.106849793,106742941.86
47,pivx,,1.900000000,102722061.70
48,funfair,,0.025863000,99300038.01
49,aragon,,2.484687283,83498331.08
50,nexus,,1.547690461,80074156.79
51,ethos,,0.939069962,66454547.04
52,syscoin,,0.105293802,55475814.90
53,blocknet,,13.735383982,54438724.73
54,iexec-rlc,,0.668522465,52860601.46
55,melon,,82.860000000,49666284.00
56,nolimitcoin,,0.214655187,43631046.80
57,numeraire,,32.803914252,41086508.95
58,peercoin,,1.622431122,39375082.67
59,emercoin,,0.946955000,38410985.29
60,tokencard,,1.559244672,36866868.33
61,mysterium,,1.833195753,35617204.29
62,reddcoin,,0.001243979,35560892.80
63,lunyr,,15.205393067,34939758.08
64,verge,,0.002399527,32176388.57
65,counterparty,,11.857433172,31043530.78
66,potcoin,,0.137012750,29821871.52
67,zcoin,,10.580000000,29496108.96
68,humaniq,,0.178063960,28999289.31
69,namecoin,,1.719338822,25336864.62
70,skycoin,,4.130000000,24108998.90
71,lbry-credits,,0.349902429,23976897.39
72,viacoin,,1.043910701,23791473.35
73,cloakcoin,,4.470000000,22722346.53
74,quantum-resistant-ledger,,0.428264621,22269760.28
75,monacoin,,0.400009219,21311211.16
76,patientory,,0.297638599,20834701.91
77,agoras-currency-of-tau,,0.484721754,20358313.68
78,wagerr,,0.109825000,20097975.00
79,radium,,5.934709679,19734019.47
80,chronobank,,26.900000000,19102039.70
81,santiment-network-token,,0.295488791,17351668.27
82,blackcoin,,0.227296046,17346101.38
83,clams,,6.641203863,17074860.55
84,vertcoin,,0.430553618,16625440.45
85,nav-coin,,0.262678411,16192038.65
86,omni,,28.540000000,15969300.14
87,nano,,0.148758000,15582845.73
88,digitalnote,,0.002188061,15066105.68
89,unobtanium,,75.675935861,14968321.73
90,xtrabytes,,0.018946240,12315055.86
91,crown,,0.826333000,12261307.54
92,signum,,0.006740458,12135114.07
93,gridcoin-research,,0.029948696,11689357.88
94,zencash,,5.434096540,10468651.13
95,einsteinium,,0.044943417,9582327.99
96,diamond,,4.284381389,9573047.48
97,feathercoin,,0.053302109,9175644.60
98,fedoracoin,,0.000020000,8863363.65
99,infinitecoin,,0.000094292,8542499.97
100,groestlcoin,,0.121877066,8309739.37
101,worldcoin,,0.066005416,7590760.24
102,bitcoin-plus,,73.593542128,7324691.65
103,primecoin,,0.355556652,7207345.24
104,solarcoin,,0.178662275,6392097.95
105,artbyte,,0.007926447,6282004.49
106,auroracoin,,0.702792526,6084875.38
107,putincoin,,0.028858229,5787990.07
108,curecoin,,0.228135502,5415725.34
109,circuits-of-value,,0.005357000,5357000.00
110,bean-cash,,0.002572025,5337478.46
111,prizm,,1.020000000,5274830.04
112,novacoin,,2.644466131,4776252.26
113,goldcoin,,0.117662407,4757258.18
114,maxcoin,,0.077562255,4647007.61
115,okcash,,0.063410238,4587511.10
116,zetacoin,,0.025725953,4283725.65
117,myriadcoin,,0.002406000,3621071.50
118,spectrecoin,,0.173828000,3554157.51
119,vcash,,0.223204875,3404866.93
120,steem-dollars,,0.918742489,3238448.76
121,riecoin,,0.081745997,2972907.76
122,zclassic,,1.300000000,2352740.00
123,ixcoin,,0.096158000,2019230.30
124,terracoin,,0.091678000,1931285.08
125,hush,,1.620000000,1783438.56
