Rank,ID,Name,Price (USD),Market Cap (USD)
1,bitcoin,,2286.266300000,37402630788.11
2,ethereum,,196.078593339,18047458437.09
3,ripple,,0.230942000,8833378015.95
4,nem,,0.207749559,1869746032.43
5,ethereum-classic,,16.960000000,1562047613.44
6,litecoin,,25.874202304,1327950921.93
7,dash,,117.625346438,861722464.62
8,monero,,41.410653378,602236415.81
9,bytecoin,,0.002447702,447818011.33
10,golem,,0.465612000,384070301.66
11,stratis,,3.800340020,373968663.11
12,stellar,,0.036850000,356106611.54
13,dogecoin,,0.002706568,296579594.34
14,zcash,,204.840000000,288871718.04
15,waves,,2.670000000,267000000.00
16,gnosis,,226.231243992,249892769.80
17,augur,,21.020000000,231220000.00
18,steem,,0.975905953,228558460.53
19,siacoin,,0.008250077,218014051.01
20,gamecredits,,2.630000000,165643054.50
21,maidsafecoin,,0.365908000,165592547.97
22,bitshares,,0.063490169,165205229.14
23,digibyte,,0.015819135,128246235.69
24,lisk,,1.037722748,111686161.16
25,tether,,1.020000000,107093563.80
26,decred,,20.925056841,104580190.71
27,ardor,,0.103773000,103669174.59
28,pivx,,1.670000000,89370821.54
29,syscoin,,0.118862391,62413550.35
30,byteball,,317.100000000,60021956.40
31,nxt,,0.057907640,57849731.81
32,neo,,0.969138000,48456900.00
33,komodo,,0.465504000,46990538.69
34,iexec-rlc,,0.497498638,38840113.21
35,peercoin,,1.532982848,36969566.12
36,reddcoin,,0.001210958,34538579.68
37,emercoin,,0.858475000,34456780.19
38,melon,,55.150000000,33056910.00
39,counterparty,,9.610266489,25167173.68
40,namecoin,,1.693641760,24958182.43
41,tokencard,,0.953010039,22533022.72
42,ark,,0.231740000,22069881.72
43,nexus,,0.435762357,21686279.74
44,infinitecoin,,0.000193368,17518460.31
45,potcoin,,0.078478935,17024352.28
46,nav-coin,,0.275777596,16883233.75
47,humaniq,,0.137752987,16768232.48
48,signum,,0.009352840,16628732.81
49,blackcoin,,0.209854869,15982971.60
50,blocknet,,3.842847848,15027517.99
51,gridcoin-research,,0.038214546,14915624.77
52,agoras-currency-of-tau,,0.348221220,14625291.25
53,chronobank,,18.710000000,13286214.23
54,monacoin,,0.261399552,13169361.71
55,lbry-credits,,0.187599565,12855170.93
56,zcoin,,5.780000000,12775944.38
57,verge,,0.000891644,11956473.58
58,vertcoin,,0.342457023,11451379.30
59,radium,,3.240321222,10508309.88
60,omni,,18.480000000,10329488.40
61,fedoracoin,,0.000023000,10192868.20
62,clams,,4.224565236,9701490.16
63,viacoin,,0.412951919,9348578.16
64,digitalnote,,0.001344461,9251683.24
65,crown,,0.609591000,8421693.51
66,primecoin,,0.398476798,7685989.04
67,solarcoin,,0.204645454,7195654.64
68,novacoin,,3.922963430,6795051.26
69,bitcoin-plus,,66.216787907,6410049.94
70,einsteinium,,0.029823435,6286335.06
71,feathercoin,,0.035127801,5741154.25
72,worldcoin,,0.044295412,5073705.67
73,cloakcoin,,0.974860000,4873509.39
74,auroracoin,,0.550990178,4770549.55
75,zclassic,,3.010000000,4370107.63
76,vcash,,0.286570982,4369791.94
77,bitmark,,1.079506359,4211348.62
78,unobtanium,,17.986011759,3556230.22
79,riecoin,,0.094125584,3209576.51
80,diamond,,1.349537272,2861120.23
81,bean-cash,,0.001464816,2861095.35
82,artbyte,,0.003658026,2823595.40
83,curecoin,,0.105552095,2502247.93
84,myriadcoin,,0.001563000,2321431.29
85,zetacoin,,0.013863649,2303315.87
86,circuits-of-value,,0.005677000,2270800.00
87,spectrecoin,,0.109743000,2237225.63
88,steem-dollars,,1.502755026,2048919.32
89,okcash,,0.026938425,1927509.50
90,maxcoin,,0.034358358,1870561.02
91,groestlcoin,,0.027435196,1854366.24
92,goldcoin,,0.042593141,1714236.27
93,ixcoin,,0.049755000,1044809.62
94,pandacoin,,0.000031155,1012994.25
95,electronicgulden,,0.054753444,840002.15
96,whitecoin,,0.003360811,833630.86
97,digitalcoin,,0.023587632,811173.80
98,unitus,,0.014478000,674915.31
99,deutsche-emark,,0.022378000,621961.06
100,litedoge,,0.000033000,487479.27
101,canada-ecoin,,0.004578440,446011.22
102,freedomcoin,,0.063764000,416957.51
103,bitbar,,10.970000000,356832.16
104,terracoin,,0.016066000,322113.34
105,maza,,0.000251489,274781.76
106,pakcoin,,0.002757000,100450.47
107,globalboost,,0.007570000,86286.12
108,hyperstake,,0.000207000,79859.79
109,freicoin,,0.002488000,69413.20
110,phoenixcoin,,0.000927000,53571.31
111,prizm,,1.110000000,0.00
