Rank,ID,Name,Price (USD),Market Cap (USD)
1,bitcoin,,242.456800000,3357729670.42
2,ripple,,0.013988000,446336819.60
3,litecoin,,1.854031275,67771895.85
4,bitshares,,0.008521008,21300519.43
5,dogecoin,,0.000145636,14306162.07
6,maidsafecoin,,0.030436000,13773885.21
7,dash,,2.633375851,13519814.82
8,stellar,,0.003338228,12049612.41
9,nxt,,0.011399122,11399089.00
10,peercoin,,0.392695705,8675598.06
11,namecoin,,0.498846051,5453160.55
12,counterparty,,1.320569937,3494702.14
13,bytecoin,,0.000009698,1645892.78
14,monero,,0.252197683,1589090.79
15,blackcoin,,0.017647005,1319667.88
16,omni,,2.354282198,1264381.38
17,swarm,,0.010629306,1062350.58
18,monacoin,,0.061130427,1016054.93
19,clams,,1.756030000,934765.00
20,digitalnote,,0.000130971,893492.27
21,novacoin,,0.694903681,677424.07
22,reddcoin,,0.000024253,664922.18
23,unobtanium,,3.174655900,614921.32
24,vcash,,0.510841000,510841.00
25,ixcoin,,0.023640872,496456.08
26,nav-coin,,0.007897620,457523.00
27,digibyte,,0.000117110,406925.25
28,worldcoin,,0.004478006,331919.00
29,maxcoin,,0.007994924,315666.94
30,primecoin,,0.034876946,313093.65
31,viacoin,,0.022338175,306617.81
32,infinitecoin,,0.000003290,298083.45
33,curecoin,,0.011531126,289970.54
34,blocknet,,0.028306600,283372.00
35,feathercoin,,0.003721943,266815.07
36,signum,,0.000397673,237174.70
37,pandacoin,,0.000007206,233686.16
38,potcoin,,0.001205954,222373.66
39,emercoin,,0.070327000,210981.00
40,circuits-of-value,,0.000475360,190144.00
41,vertcoin,,0.014472924,178676.93
42,zetacoin,,0.001093011,176827.36
43,solarcoin,,0.004197391,141087.95
44,digitalcoin,,0.006348978,127512.54
45,goldcoin,,0.003720903,126557.80
46,maza,,0.000193041,126345.35
47,diamond,,0.139032003,122970.47
48,syscoin,,0.000301471,120944.27
49,deutsche-emark,,0.006721520,104416.00
50,myriadcoin,,0.000073873,72579.68
51,hyperstake,,0.000583651,68871.64
52,freicoin,,0.001430255,65738.23
53,cloakcoin,,0.014407688,65629.80
54,bitmark,,0.057116379,53163.93
55,whitecoin,,0.000164892,50228.48
56,fedoracoin,,0.000000167,46890.02
57,riecoin,,0.004333160,46092.00
58,electronicgulden,,0.008089180,43286.00
59,einsteinium,,0.000234760,39265.62
60,auroracoin,,0.016393690,38707.80
61,artbyte,,0.000086055,35981.81
62,verge,,0.000004858,31804.96
63,terracoin,,0.004247921,28096.33
64,groestlcoin,,0.000496107,27398.96
65,gamecredits,,0.000599137,27066.79
66,nexus,,0.001893500,22831.00
67,bitcoin-plus,,0.239911000,13279.00
68,bitbar,,0.727610432,11888.43
69,phoenixcoin,,0.000327347,8898.58
70,okcash,,0.000189968,7459.00
71,luckycoin,,0.000386817,7269.39
72,unitus,,0.000306276,1734.00
73,canada-ecoin,,0.000012003,127.00
74,globalboost,,0.000002000,29.79
