date_label,rank,symbol,name,coin_id
2022-01-01_t100,84,BSV,Bitcoin SV,bitcoin-cash-sv
2022-01-01_t100,85,ALGO,Algorand,algorand
2022-01-01_t100,86,GT,Gate,gatechain-token
2022-01-01_t100,87,AR,Arweave,arweave
2022-01-01_t100,88,MSOL,Marinade Staked SOL,msol
2022-01-01_t100,89,BEAM,Beam,beam-2
2022-01-01_t100,90,GALA,GALA,gala
2022-01-01_t100,91,EETH,ether.fi Staked ETH,ether-fi-staked-eth
2022-01-01_t100,92,LDO,Lido DAO,lido-dao
2022-01-01_t100,93,NEIRO,Neiro,neiro-3
2022-01-01_t100,94,FTN,Fasttoken,fasttoken
2022-01-01_t100,95,HNT,Helium,helium
2022-01-01_t100,96,BTT,BitTorrent,bittorrent
2022-01-01_t100,97,STRK,Starknet,starknet
2022-01-01_t100,98,JASMY,JasmyCoin,jasmycoin
2022-01-01_t100,99,LBTC,Lombard Staked BTC,lombard-staked-btc
2022-01-01_t100,100,MATIC,Polygon,matic-network
