symbol,market_cap,volume_24h,price,date_label,rank
STRK,4680000085.90219,4212688.97380746,0.468000008590219,2023-03-13_t100,85
DEGEN,692922615.092085,10443520.0,0.018745,2023-03-13_t100,86
EOS,1146229107.2732618,2904032.9487866,0.545823384415839,2023-03-13_t100,87
KAS,3173008388.381514,4716882.68,0.126162,2023-03-13_t100,88
TRB,185635137.5043895,88434.94,68.8873208436595,2023-03-13_t100,89
ENS,1718512929.2203202,254545.6194275,17.1851292922032,2023-03-13_t100,90
MANTLE,4482883545.828792,498048.09092,0.7208,2023-03-13_t100,91
EIGEN,4229338603.6887097,438089.31501,2.502,2023-03-13_t100,92
DYDX,1196303107.14155,249231.90811247,1.19630310714155,2023-03-13_t100,93
MOODENG,,,,2023-03-13_t100,94
DRIFT,1246770169.5355577,7524319.75113,1.24677023666349,2023-03-13_t100,95
MOG,867344677.1208527,2793322839557.16,2.40629837158415e-06,2023-03-13_t100,96
LDO,1159924171.14975,5285543.68788382,1.15992417114975,2023-03-13_t100,97
BSV,1285250867.0870614,23063.56063276,64.96569549923305,2023-03-13_t100,98
AR,1104498051.7582495,30407.39337256,17.09785222203893,2023-03-13_t100,99
ZRO,3584620580.537424,237579.13648193,3.58462062145669,2023-03-13_t100,100
BTC,1777927896038.2258,122584.66527617,89876.5979669992,2022-03-13_t100,1
ETH,383667461486.3652,1627770.83231223,3186.04387064137,2022-03-13_t100,2
DOGE,57720925082.06734,3712147968.2046,0.393244790436024,2022-03-13_t100,3
PEPE,9640103912.28536,5518843358589.25,2.29149877672021e-05,2022-03-13_t100,4
SOL,126019750822.8875,3222488.52042609,214.1930253242,2022-03-13_t100,5
XRP,69933342367.32784,710788926.052051,0.699424059379322,2022-03-13_t100,6
USDC,36690278892.35502,107013280.369873,0.999999998935829,2022-03-13_t100,7
SHIB,14975039869.110054,11274472331225.5,2.53983635233915e-05,2022-03-13_t100,8
WIF,4081295336.9459314,15494545.7169488,4.08601515918507,2022-03-13_t100,9
SUI,33104543278.196598,66501498.2331255,3.31045432781966,2022-03-13_t100,10
USDT,132086503022.48393,1830691177.68556,1.00095847802827,2022-03-13_t100,11
BONK,3488189293.144663,11526376491808.2,3.76238963025265e-05,2022-03-13_t100,12
BNB,87270377330.64677,2966.39250494,614.3,2022-03-13_t100,13
ADA,25885468632.611923,164622264.743166,0.575232636280265,2022-03-13_t100,14
FDUSD,,,,2022-03-13_t100,15
AVAX,14632131213.944874,1628301.57586134,32.7084678347679,2022-03-13_t100,16
FLOKI,2268552743.7118473,9243705151.60546,0.000234276328924956,2022-03-13_t100,17
BOME,770529981.1155648,54689857.590894,0.0111739770911928,2022-03-13_t100,18
NEIRO,,,,2022-03-13_t100,19
WLD,1471645510.3996687,393638.0,2.2955,2022-03-13_t100,20
NEAR,6208292348.310009,4789660.07811813,5.08809263416504,2022-03-13_t100,21
TRX,15370150934.845112,103560821.584923,0.177907739123807,2022-03-13_t100,22
LTC,5616801117.95987,632916.59057454,74.6984555716307,2022-03-13_t100,23
APT,12878946882.34999,2294584.66960313,11.4392951319066,2022-03-13_t100,24
PEOPLE,377958841.95640445,36584165.1,0.07459757631260933,2022-03-13_t100,25
FET,3398094280.2451143,40114257.9865741,1.24953186488249,2022-03-13_t100,26
BCH,8632511335.388418,63322.02680438,436.252917350986,2022-03-13_t100,27
LINK,13352574345.5779,4259071.41465878,13.3525743455779,2022-03-13_t100,28
ARB,6094375424.926021,17580801.5391353,0.609437604799661,2022-03-13_t100,29
DOT,7646807485.082527,5975986.93727937,5.03646995526394,2022-03-13_t100,30
AGLD,140920109.68309116,9153550.83823574,1.8227927546281,2022-03-13_t100,31
MEW,968505069.4049866,196255918.2,0.010896,2022-03-13_t100,32
ONDO,8621042113.637741,53339803.311642,0.862104211363774,2022-03-13_t100,33
SEI,3961027974.8013277,71084650.4510425,0.447226759216619,2022-03-13_t100,34
RAY,2762785996.7640386,222128.68113654,4.978,2022-03-13_t100,35
ENA,8576333337.701264,1424762.82567126,0.571755555846751,2022-03-13_t100,36
FIL,2421690277.3590426,1796057.18342461,4.04442189147431,2022-03-13_t100,37
OP,6971174116.873216,8411765.89201464,1.62310446895375,2022-03-13_t100,38
FTM,2211397953.4626656,13337431.4116161,0.696503292429186,2022-03-13_t100,39
ORDI,874152300.0,6252.3,41.6263,2022-03-13_t100,40
TURBO,646083791.1761025,165968422.479627,0.00936353320545076,2022-03-13_t100,41
TON,27265096562.306076,84772.7345769,5.33032001630786,2022-03-13_t100,42
UNI,8565204678.865109,2228315.25645908,8.56520467886511,2022-03-13_t100,43
MEME,970829819.7025514,4508009.27918,0.0140699973869935,2022-03-13_t100,44
POL,3814559539.628886,19322927.1584375,0.370585175507296,2022-03-13_t100,45
WBTC,0.0,976.15462138,89706.7805073808,2022-03-13_t100,46
RENDER,2644338773.5758867,3453675.183,6.85299243776684,2022-03-13_t100,47
DOGS,367040324.146716,85347000.0,0.0006732,2022-03-13_t100,48
XLM,6166100358.270088,248732894.159286,0.123317599988512,2022-03-13_t100,49
ETC,3344887311.8995733,309096.28509127,22.3681582165486,2022-03-13_t100,50
NOT,761792070.7807648,8063619.74360096,0.00743524001804578,2022-03-13_t100,51
TAO,4126593068.0487175,10502.19439,533.950545002814,2022-03-13_t100,52
MASK,283574723.087395,302500.06763238,2.83574723087395,2022-03-13_t100,53
AAVE,2736351249.598368,100368.8922035,171.021953099898,2022-03-13_t100,54
TIA,5362545815.85036,4143267.84718309,5.01483961142958,2022-03-13_t100,55
RUNE,2288061102.6070848,278188.14985768,5.51576564679336,2022-03-13_t100,56
HIVE,108044276.16779518,9728523.22809225,0.2352811631953211,2022-03-13_t100,57
INJ,2375681316.23004,1271052.58125635,23.7568131623004,2022-03-13_t100,58
POPCAT,1809335943.3996687,7859218.67639,1.82400943594809,2022-03-13_t100,59
PYTH,4012271753.909187,2639606.87082,0.401227631498196,2022-03-13_t100,60
ATOM,2157597187.769722,1422175.92513849,5.10268380914182,2022-03-13_t100,61
STX,2944703673.715302,9468094.78884827,1.92705694368428,2022-03-13_t100,62
CRV,670117612.6866865,42294243.899082,0.305729497325219,2022-03-13_t100,63
GALA,1004259121.149084,217848786.336546,0.0265936915405416,2022-03-13_t100,64
ETHFI,1550249285.14826,56368.802243,1.55024928514826,2022-03-13_t100,65
JUP,11454149041.343456,3130625.80322525,1.14541726017692,2022-03-13_t100,66
HBAR,2973476514.426945,382937145.166835,0.0594695302885389,2022-03-13_t100,67
GRASS,,,,2022-03-13_t100,68
FTN,,,,2022-03-13_t100,69
ARK,113337459.6035796,53193.6863195,0.6135122592044632,2022-03-13_t100,70
PENDLE,1377109065.7659411,93289.71115,5.32842030933601,2022-03-13_t100,71
JTO,3095478761.72665,4014905.7428,3.09547876172665,2022-03-13_t100,72
1000SATS,,,,2022-03-13_t100,73
APE,1164872288.54443,4674197.60385358,1.16487228854443,2022-03-13_t100,74
ARKM,2054281600.87715,1249141.02437,2.05428160087715,2022-03-13_t100,75
CETUS,,,,2022-03-13_t100,76
BRETT,,,,2022-03-13_t100,77
IO,1732101785.3674917,264949.22,2.165127245025011,2022-03-13_t100,78
CRO,4866548980.1838,351785639.8,0.16221829933946,2022-03-13_t100,79
GOAT,,,,2022-03-13_t100,80
ICP,4392566762.155584,1580599.98172439,8.35805319418164,2022-03-13_t100,81
MYRO,144376084.74878654,865767.0,0.14438,2022-03-13_t100,82
JASMY,992455296.9957001,1336017132.93869,0.019849105939914,2022-03-13_t100,83
MKR,1344709709.4398122,4524.3943526,1476.49521875061,2022-03-13_t100,84
STRK,4680000085.90219,4212688.97380746,0.468000008590219,2022-03-13_t100,85
DEGEN,692922615.092085,10443520.0,0.018745,2022-03-13_t100,86
EOS,1146229107.2732618,2904032.9487866,0.545823384415839,2022-03-13_t100,87
KAS,3173008388.381514,4716882.68,0.126162,2022-03-13_t100,88
TRB,185635137.5043895,88434.94,68.8873208436595,2022-03-13_t100,89
ENS,1718512929.2203202,254545.6194275,17.1851292922032,2022-03-13_t100,90
MANTLE,4482883545.828792,498048.09092,0.7208,2022-03-13_t100,91
EIGEN,4229338603.6887097,438089.31501,2.502,2022-03-13_t100,92
DYDX,1196303107.14155,249231.90811247,1.19630310714155,2022-03-13_t100,93
MOODENG,,,,2022-03-13_t100,94
DRIFT,1247744665.5520694,7525006.21113,1.24774473273247,2022-03-13_t100,95
MOG,867344677.1208527,2793322839557.16,2.40629837158415e-06,2022-03-13_t100,96
LDO,1159924171.14975,5285543.68788382,1.15992417114975,2022-03-13_t100,97
BSV,1285455464.366036,23063.56063276,64.97603729698336,2022-03-13_t100,98
AR,1104673875.2506192,30407.39337256,17.1005740051013,2022-03-13_t100,99
ZRO,3584620580.537424,237579.13648193,3.58462062145669,2022-03-13_t100,100
